ID,crash_style,max,mean,norm,record_time,baseID
1,6,1.0385940196755428e-07,1.5799975508481476e-08,9.46799286925136e-10,2021-04-21 16:17:55,34181
2,6,1.0726199994870456e-07,1.5881870853363342e-08,9.501088894604106e-10,2021-04-21 16:18:51,37017
3,6,1.0726199994870456e-07,1.5744479922035957e-08,9.388438537222582e-10,2021-04-21 16:19:13,38167
4,6,1.0726199994870456e-07,1.5634081098827303e-08,9.345682956568052e-10,2021-04-21 16:19:15,38240
5,6,1.0726199994870456e-07,1.5765572678073587e-08,9.392072861779173e-10,2021-04-21 16:19:16,38285
6,6,1.0726199994870456e-07,1.5634081098827303e-08,9.345682956568052e-10,2021-04-21 16:19:18,38406
7,6,1.0726199994870456e-07,1.5569218198345776e-08,9.32094852470672e-10,2021-04-21 16:19:23,38681
8,6,1.0726199994870456e-07,1.554427961634509e-08,9.298940971493269e-10,2021-04-21 16:19:23,38684
9,6,1.0726199994870456e-07,1.5571924188799218e-08,9.310886503982408e-10,2021-04-21 16:19:25,38799
10,6,1.0726199994870456e-07,1.5571924188799218e-08,9.310886503982408e-10,2021-04-21 16:19:25,38815
11,6,1.0726199994870456e-07,1.5597433116158147e-08,9.333649714190124e-10,2021-04-21 16:19:26,38844
12,6,1.0726199994870456e-07,1.5569218198345776e-08,9.32094852470672e-10,2021-04-21 16:19:27,38883
13,6,1.0726199994870456e-07,1.5594727125704706e-08,9.343687221723126e-10,2021-04-21 16:19:28,38904
14,6,1.0726199994870456e-07,1.5594727125704706e-08,9.343687221723126e-10,2021-04-21 16:19:28,38921
15,6,1.0726199994870456e-07,1.5587127285257648e-08,9.312920141964296e-10,2021-04-21 16:19:28,38928
16,6,1.0726199994870456e-07,1.552947809267623e-08,9.325166521815772e-10,2021-04-21 16:19:29,38972
17,6,1.0726199994870456e-07,1.5577804465908182e-08,9.311123791474816e-10,2021-04-21 16:19:30,39039
18,6,1.0726199994870456e-07,1.5571924188799218e-08,9.310886503982408e-10,2021-04-21 16:19:31,39113
19,6,1.0726199994870456e-07,1.5603815572536558e-08,9.332819116537038e-10,2021-04-21 16:19:31,39139
20,6,1.0726199994870456e-07,1.5577804465908182e-08,9.311123791474816e-10,2021-04-21 16:19:33,39222
21,6,1.0726199994870456e-07,1.5575824048755164e-08,9.331865980477575e-10,2021-04-21 16:19:34,39242
22,6,1.0726199994870456e-07,1.5578876990535873e-08,9.310839621273851e-10,2021-04-21 16:19:34,39250
23,6,1.0726199994870456e-07,1.551315797336037e-08,9.251414880171113e-10,2021-04-21 16:19:34,39252
24,6,1.0726199994870456e-07,1.5594727125704706e-08,9.343687221723126e-10,2021-04-21 16:19:34,39280
25,6,1.0726199994870456e-07,1.551315797336037e-08,9.251414880171113e-10,2021-04-21 16:19:36,39376
26,6,1.0726199994870456e-07,1.5643990667080203e-08,9.3364086938705e-10,2021-04-21 16:19:36,39385
27,6,1.0726199994870456e-07,1.5575824048755164e-08,9.331865980477575e-10,2021-04-21 16:19:38,39509
