No.,tf_torch,tf_time,torch_time
0,0.0,0.013678550720214844,0.0475921630859375
1,0.0,0.0030927658081054688,0.04798150062561035
2,0.0,0.006823301315307617,0.03230476379394531
3,0.0,0.006890058517456055,0.0282747745513916
4,0.0,0.019182682037353516,0.02795577049255371
5,0.0,0.01832723617553711,0.020855426788330078
6,0.0,0.011163473129272461,0.03596043586730957
7,0.0,0.008902311325073242,0.01824021339416504
8,0.0,0.0018837451934814453,0.02130913734436035
9,0.0,0.0019555091857910156,0.021204710006713867
10,0.0,0.002121448516845703,0.02102518081665039
11,0.0,0.0021202564239501953,0.02103424072265625
12,0.0,0.0021708011627197266,0.01699090003967285
13,0.0,0.0022552013397216797,0.016911745071411133
14,0.0,0.01121973991394043,0.027976512908935547
15,0.0,0.0023813247680664062,0.048764944076538086
16,0.0,0.013396501541137695,0.0297853946685791
17,0.0,0.011202096939086914,0.027960538864135742
18,0.0,0.0026254653930664062,0.024527788162231445
19,0.0,0.011198282241821289,0.03197050094604492
20,0.0,0.0027768611907958984,0.016393184661865234
21,0.0,0.011179924011230469,0.027966737747192383
22,0.0,0.003928184509277344,0.015104055404663086
23,0.0,0.0030040740966796875,0.01618027687072754
24,0.0,0.011197566986083984,0.019934415817260742
25,0.0,0.0031952857971191406,0.015961170196533203
26,0.0,0.003186941146850586,0.01998591423034668
27,0.0,0.003216981887817383,0.019955158233642578
28,0.0,0.0034332275390625,0.015682458877563477
29,0.0,0.01146554946899414,0.019699573516845703
30,0.0,0.00347137451171875,0.03568410873413086
31,0.0,0.011202812194824219,0.023961305618286133
32,0.0,0.011150360107421875,0.023967742919921875
33,0.0,0.003983497619628906,0.023110628128051758
34,0.0,0.005265235900878906,0.021871566772460938
35,0.0,0.01662468910217285,0.022520065307617188
36,0.0,0.011162281036376953,0.023960351943969727
37,0.0,0.0040318965911865234,0.015118122100830078
38,0.0,0.0071408748626708984,0.016007184982299805
39,0.0,0.019143104553222656,0.02396392822265625
40,0.0,0.011182785034179688,0.023963451385498047
41,0.0,0.015192508697509766,0.00794839859008789
42,0.0,0.01918935775756836,0.02396678924560547
43,0.0,0.011186838150024414,0.02395915985107422
44,0.0,0.011170387268066406,0.015962839126586914
45,0.0,0.004958629608154297,0.014182090759277344
46,0.0,0.014983177185058594,0.023962736129760742
47,0.0,0.016659975051879883,0.02251744270324707
48,0.0,0.004911184310913086,0.022263050079345703
49,0.0,0.013135433197021484,0.017989158630371094
50,0.0,0.01327371597290039,0.02584981918334961
51,0.0,0.016617536544799805,0.022532224655151367
52,0.0,0.018103361129760742,0.009089231491088867
53,0.0,0.019158124923706055,0.023961544036865234
54,0.0,0.013448476791381836,0.017729520797729492
55,0.0,0.023125171661376953,0.023963212966918945
56,0.0,0.01119232177734375,0.019970417022705078
57,0.0,0.010838508605957031,0.0283505916595459
58,0.0,0.010971307754516602,0.008139371871948242
59,0.0,0.013714313507080078,0.017469167709350586
60,0.0,0.005684852600097656,0.01745438575744629
61,0.0,0.005718708038330078,0.017459392547607422
62,0.0,0.006180286407470703,0.016955137252807617
63,0.0,0.019631385803222656,0.023531675338745117
64,0.0,0.007318019866943359,0.011857986450195312
65,0.0,0.011173725128173828,0.019969463348388672
66,0.0,0.007486581802368164,0.011682510375976562
67,0.0,0.023238658905029297,0.02393627166748047
68,0.0,0.007117509841918945,0.007977724075317383
69,0.0,0.015214204788208008,0.019953250885009766
70,0.0,0.00787043571472168,0.007276058197021484
71,0.0,0.015251874923706055,0.023975610733032227
72,0.0,0.023178815841674805,0.02395772933959961
73,0.0,0.020646095275878906,0.02253103256225586
74,0.0,0.02064657211303711,0.022510528564453125
75,0.0,0.02063918113708496,0.022530794143676758
76,0.0,0.02720499038696289,0.023962736129760742
77,0.0,0.006963253021240234,0.024205684661865234
78,0.0,0.01523280143737793,0.011924028396606445
79,0.0,0.02321767807006836,0.027961015701293945
80,0.0,0.020617008209228516,0.02253413200378418
81,0.0,0.02068805694580078,0.022482872009277344
82,0.0,0.02346062660217285,0.011737823486328125
83,0.0,0.015887022018432617,0.011243343353271484
84,0.0,0.011167049407958984,0.02144622802734375
85,0.0,0.007704496383666992,0.005797386169433594
86,0.0,0.01561117172241211,0.019577980041503906
87,0.0,0.017208099365234375,0.01796555519104004
88,0.0,0.019185543060302734,0.015961408615112305
89,0.0,0.008131265640258789,0.011021852493286133
90,0.0,0.01657724380493164,0.022548437118530273
91,0.0,0.01914668083190918,0.011496782302856445
92,0.0,0.016014814376831055,0.022647857666015625
93,0.0,0.00998234748840332,0.013138055801391602
94,0.0,0.02055072784423828,0.018635272979736328
95,0.0,0.027178287506103516,0.007947683334350586
96,0.0,0.01920175552368164,0.023960113525390625
97,0.0,0.023164987564086914,0.02396988868713379
98,0.0,0.023557186126708984,0.03152155876159668
99,0.0,0.03070378303527832,0.024393796920776367
100,0.0,0.028168916702270508,0.022949934005737305
101,0.0,0.02875828742980957,0.022307872772216797
102,0.0,0.023178577423095703,0.023938894271850586
103,0.0,0.028420448303222656,0.03074026107788086
104,0.0,0.027636051177978516,0.031510114669799805
105,0.0,0.01511836051940918,0.02141571044921875
106,0.0,0.009511947631835938,0.01218724250793457
107,0.0,0.023176908493041992,0.01595020294189453
108,0.0,0.009745121002197266,0.009387493133544922
109,0.0,0.017995357513427734,0.009168863296508789
110,0.0,0.019478559494018555,0.011657953262329102
111,0.0,0.019170045852661133,0.023952007293701172
112,0.0,0.011247396469116211,0.011906623840332031
113,0.0,0.019158363342285156,0.020054340362548828
114,0.0,0.020605802536010742,0.01442408561706543
115,0.0,0.016243934631347656,0.006881237030029297
116,0.0,0.022712230682373047,0.024408817291259766
117,0.0,0.031185150146484375,0.03191971778869629
118,0.0,0.0359189510345459,0.023180723190307617
119,0.0,0.011556625366210938,0.011624813079833984
120,0.0,0.02388453483581543,0.023278474807739258
121,0.0,0.011809825897216797,0.01138925552368164
122,0.0,0.023174285888671875,0.023959636688232422
123,0.0,0.011883735656738281,0.011342048645019531
124,0.0,0.023172855377197266,0.023957014083862305
125,0.0,0.012271642684936523,0.010912179946899414
126,0.0,0.019173860549926758,0.019965171813964844
127,0.0,0.021013498306274414,0.026107311248779297
128,0.0,0.012558460235595703,0.013571739196777344
129,0.0,0.03271913528442383,0.023506641387939453
130,0.0,0.020650148391723633,0.014485359191894531
131,0.0,0.01682591438293457,0.026349782943725586
132,0.0,0.02361321449279785,0.011525869369506836
133,0.0,0.03157329559326172,0.029602527618408203
134,0.0,0.046633005142211914,0.03846621513366699
135,0.0,0.021588802337646484,0.017621755599975586
136,0.0,0.03312563896179199,0.022037267684936523
137,0.0,0.02100968360900879,0.02215719223022461
138,0.0,0.012907981872558594,0.010296821594238281
139,0.0,0.025293588638305664,0.021864891052246094
140,0.0,0.027146100997924805,0.03201580047607422
141,0.0,0.022886991500854492,0.016319990158081055
142,0.0,0.039052724838256836,0.016110897064208984
143,0.0,0.03934216499328613,0.023804664611816406
144,0.0,0.017949581146240234,0.0211942195892334
145,0.0,0.02472686767578125,0.022443771362304688
146,0.0,0.01376795768737793,0.009427309036254883
147,0.0,0.024705171585083008,0.01843857765197754
148,0.0,0.01824474334716797,0.012912511825561523
149,0.0,0.02255392074584961,0.024619102478027344
150,0.0,0.016159534454345703,0.011008501052856445
151,0.0,0.026674270629882812,0.024469852447509766
152,0.0,0.03223872184753418,0.01891160011291504
153,0.0,0.035051822662353516,0.036067962646484375
154,0.0,0.02463531494140625,0.021622419357299805
155,0.0,0.0406489372253418,0.019371747970581055
156,0.0,0.03545331954956055,0.03169369697570801
157,0.0,0.025299549102783203,0.017916440963745117
158,0.0,0.04124021530151367,0.0338444709777832
159,0.0,0.02543187141418457,0.017743587493896484
160,0.0,0.027945518493652344,0.023144960403442383
161,0.0,0.019458293914794922,0.01364445686340332
162,0.0,0.026491880416870117,0.010681390762329102
163,0.0,0.03415203094482422,0.021073341369628906
164,0.0,0.03603243827819824,0.022997379302978516
165,0.0,0.033704280853271484,0.017489194869995117
166,0.0,0.02317357063293457,0.023964643478393555
167,0.0,0.026218652725219727,0.03296375274658203
168,0.0,0.034520864486694336,0.029598474502563477
169,0.0,0.0494232177734375,0.020757675170898438
170,0.0,0.033782958984375,0.033379316329956055
171,0.0,0.025521516799926758,0.017683982849121094
172,0.0,0.04155135154724121,0.03901529312133789
173,0.0,0.019966602325439453,0.017813920974731445
174,0.0,0.0362701416015625,0.022864580154418945
175,0.0,0.01600813865661621,0.01516413688659668
176,0.0,0.028279542922973633,0.022828340530395508
177,0.0,0.0201261043548584,0.035043954849243164
178,0.0,0.025783538818359375,0.021416902542114258
179,0.0,0.04198312759399414,0.021152257919311523
180,0.0,0.034055233001708984,0.013145208358764648
181,0.0,0.0422515869140625,0.02087712287902832
182,0.0,0.020504474639892578,0.01068425178527832
183,0.0,0.02879810333251953,0.022361040115356445
184,0.0,0.016910552978515625,0.01027226448059082
185,0.0,0.03981733322143555,0.02730274200439453
186,0.0,0.04274463653564453,0.03240609169006348
187,0.0,0.02737116813659668,0.021607637405395508
188,0.0,0.04402565956115723,0.01731276512145996
189,0.0,0.04324507713317871,0.02385854721069336
190,0.0,0.035222530364990234,0.015985965728759766
