No.,tf_torch_diff,tf_torch_rediff,tf_time,torch_time
0,7.1142696e-09,4.4484445e-08,0.7120535373687744,0.0006842613220214844
1,1.2145999e-08,2.3534175e-08,0.006185293197631836,0.00019669532775878906
2,8.304293e-09,6.25922e-09,0.006200551986694336,0.00018477439880371094
3,8.98985e-09,5.989362e-08,0.01145625114440918,0.0002410411834716797
4,7.657541e-09,1.7132336e-08,0.006395101547241211,0.00018739700317382812
5,7.26949e-09,1.5593015e-08,0.006375789642333984,0.0001838207244873047
6,6.2864274e-09,2.9344733e-08,0.006491899490356445,0.00018334388732910156
7,9.985848e-09,3.5168206e-08,0.006578922271728516,0.00018525123596191406
8,8.265488e-09,4.9777018e-08,0.006643533706665039,0.0001842975616455078
9,1.0037588e-08,1.12891225e-08,0.006754636764526367,0.00018668174743652344
10,9.313226e-09,8.325006e-08,0.00678706169128418,0.00018978118896484375
11,6.5952515e-09,2.399602e-08,0.0068819522857666016,0.0001990795135498047
12,7.3729702e-09,2.090303e-09,0.011583566665649414,0.0002410411834716797
13,8.6988114e-09,7.58621e-08,0.007018327713012695,0.0001876354217529297
14,9.4943164e-09,2.7355718e-08,0.0072040557861328125,0.00019049644470214844
15,9.558992e-09,1.8259739e-08,0.007242679595947266,0.00019097328186035156
16,1.3219607e-08,2.3051017e-07,0.007308006286621094,0.00018787384033203125
17,6.9849193e-09,2.5182494e-08,0.013552665710449219,0.0002377033233642578
18,9.5686925e-09,1.5643751e-07,0.007494688034057617,0.00018453598022460938
19,1.448724e-08,1.4557019e-08,0.007647275924682617,0.00018644332885742188
20,8.91224e-09,4.351169e-08,0.00839090347290039,0.000240325927734375
21,8.1490725e-09,5.16798e-07,0.007676124572753906,0.00018525123596191406
22,7.812762e-09,2.2060675e-08,0.00780940055847168,0.0002586841583251953
23,1.0275269e-08,4.144441e-08,0.007855415344238281,0.000232696533203125
24,1.0011718e-08,1.2077417e-07,0.008003711700439453,0.00024700164794921875
25,8.8216945e-09,1.8455117e-08,0.008373498916625977,0.0002300739288330078
26,8.8605e-09,5.6756978e-08,0.008301258087158203,0.00022101402282714844
27,8.511254e-09,1.0892656e-09,0.008172988891601562,0.00024127960205078125
28,1.0425639e-08,6.3145283e-10,0.008468866348266602,0.00021958351135253906
29,8.1749425e-09,6.5355955e-08,0.008443593978881836,0.00021910667419433594
30,9.260678e-09,3.74626e-07,0.008541107177734375,0.0002219676971435547
31,8.511254e-09,1.4434341e-08,0.008758068084716797,0.00023031234741210938
32,8.718214e-09,3.1302946e-08,0.008875370025634766,0.00023412704467773438
