No.,tf_torch_diff,tf_torch_rediff,tf_time,torch_time
No.,tf_torch_diff,tf_torch_rediff,tf_time,torch_time
0,5.401671e-08,2.0054014e-08,0.6987190246582031,0.0007040500640869141
1,5.000038e-08,3.8269474e-07,0.007891178131103516,0.0003502368927001953
2,6.501796e-08,1.6954054e-07,0.007886171340942383,0.0003314018249511719
3,2.73576e-08,1.5421916e-08,0.00816488265991211,0.0003285408020019531
4,4.7730282e-08,3.192379e-08,0.008520364761352539,0.00033354759216308594
5,2.7008355e-08,3.3501504e-09,0.008754730224609375,0.0003314018249511719
6,4.0978193e-08,2.1992715e-08,0.013393402099609375,0.0003829002380371094
7,3.608875e-08,1.8351648e-07,0.009351968765258789,0.00038623809814453125
8,3.8766302e-08,5.2750195e-08,0.009460210800170898,0.0004107952117919922
9,3.1723175e-08,1.3821236e-07,0.009791135787963867,0.0003879070281982422
10,7.986091e-08,1.5058177e-10,0.010085105895996094,0.000415802001953125
11,7.543713e-08,7.5905874e-08,0.010526657104492188,0.0003695487976074219
12,5.65924e-08,1.234871e-06,0.010595560073852539,0.00038170814514160156
13,3.632158e-08,1.18906405e-08,0.011049270629882812,0.0003914833068847656
14,2.7474016e-08,1.1410542e-08,0.011224508285522461,0.0003814697265625
15,4.9360096e-08,3.373753e-08,0.01148533821105957,0.00036835670471191406
16,4.749745e-08,6.1782193e-09,0.011799335479736328,0.0003826618194580078
17,5.2386895e-08,4.4616648e-08,0.011976480484008789,0.00037670135498046875
18,2.8172508e-08,1.180637e-08,0.01216888427734375,0.00039005279541015625
19,2.5320332e-08,2.137789e-08,0.012297391891479492,0.00038743019104003906
20,4.004687e-08,1.729818e-08,0.012494325637817383,0.00044083595275878906
21,7.0547685e-08,5.069717e-08,0.012821674346923828,0.0003948211669921875
22,4.48199e-08,7.4250406e-09,0.013022899627685547,0.00038623809814453125
23,6.088521e-08,2.3310623e-08,0.01996016502380371,0.0003921985626220703
24,8.312054e-08,2.2862547e-08,0.013710260391235352,0.0003943443298339844
25,7.986091e-08,1.00849435e-08,0.013962984085083008,0.00038242340087890625
26,3.351306e-08,4.9138755e-08,0.014119386672973633,0.0003821849822998047
27,2.9569492e-08,5.4810645e-09,0.014508247375488281,0.000392913818359375
28,3.608875e-08,7.063697e-09,0.014460325241088867,0.0003857612609863281
29,8.638017e-08,3.6672205e-08,0.01474618911743164,0.00038886070251464844
30,3.859168e-08,6.378139e-09,0.015057563781738281,0.00039505958557128906
31,9.976429e-08,4.256534e-07,0.01561880111694336,0.0003960132598876953
32,3.306195e-08,2.3000126e-09,0.01581406593322754,0.00038695335388183594
33,4.505273e-08,2.9574942e-08,0.01600933074951172,0.00039839744567871094
34,2.7474016e-08,2.0404723e-08,0.016021251678466797,0.0003871917724609375
35,8.8475645e-08,4.4878075e-09,0.01618218421936035,0.00044608116149902344
36,1.3329554e-08,1.6932766e-10,0.01655292510986328,0.0003879070281982422
37,6.193295e-08,1.2866513e-08,0.016876697540283203,0.0003972053527832031
38,3.3993274e-08,1.3038874e-08,0.01689767837524414,0.0003867149353027344
39,4.0163286e-08,9.5531895e-08,0.017278194427490234,0.0003972053527832031
40,3.122841e-08,1.0488276e-07,0.01761031150817871,0.0003883838653564453
41,1.9441359e-08,1.9741028e-08,0.01781916618347168,0.0003948211669921875
42,3.4691766e-08,9.8139274e-11,0.017993927001953125,0.00043702125549316406
43,7.4272975e-08,1.1057089e-08,0.01825094223022461,0.00039649009704589844
44,5.6810677e-08,4.0590002e-08,0.018583297729492188,0.00039267539978027344
45,8.009374e-08,2.1434428e-09,0.018980979919433594,0.00038051605224609375
46,2.6077032e-08,2.0027746e-09,0.019474506378173828,0.0003848075866699219
47,3.0267984e-08,1.3684197e-08,0.01979541778564453,0.000400543212890625
48,2.924935e-08,6.016221e-08,0.020055770874023438,0.00040459632873535156
49,9.9222234e-08,1.8062147e-07,0.019880056381225586,0.0003993511199951172
50,1.5716068e-08,1.9519973e-08,0.020246028900146484,0.0004401206970214844
51,5.005859e-08,1.2151167e-08,0.020416736602783203,0.0003955364227294922
52,5.7742e-08,4.6842484e-08,0.02069711685180664,0.00039124488830566406
53,5.227048e-08,3.7918916e-08,0.02084660530090332,0.0003933906555175781
54,6.216578e-08,3.1596382e-08,0.02121281623840332,0.00038743019104003906
55,3.1432137e-08,1.1003987e-08,0.021475791931152344,0.0003962516784667969
56,5.3318217e-08,2.989411e-08,0.021727323532104492,0.00038743019104003906
57,3.236346e-08,1.1765089e-08,0.021962404251098633,0.00037097930908203125
58,6.426126e-08,5.702943e-08,0.022382020950317383,0.0003998279571533203
59,6.775372e-08,7.488288e-08,0.022931814193725586,0.00040531158447265625
60,2.165325e-08,2.6629483e-08,0.02324533462524414,0.0004134178161621094
61,6.722985e-08,6.4842096e-09,0.0229339599609375,0.0003998279571533203
62,6.047776e-08,1.646903e-08,0.023499011993408203,0.0004012584686279297
63,8.5216016e-08,1.4287616e-08,0.023775100708007812,0.0003848075866699219
64,4.0919986e-08,4.5723723e-08,0.024053573608398438,0.000392913818359375
65,7.1391696e-08,8.499259e-08,0.024719715118408203,0.0003819465637207031
66,5.844049e-08,3.2852805e-09,0.0242767333984375,0.0004208087921142578
67,3.5390258e-08,3.169187e-08,0.024568557739257812,0.00039696693420410156
68,6.746268e-08,4.2289884e-08,0.024773359298706055,0.00039505958557128906
69,3.015157e-08,1.1098973e-08,0.025017499923706055,0.0003941059112548828
70,6.5687345e-08,4.1017536e-08,0.025472402572631836,0.0003962516784667969
71,4.449248e-08,5.0606343e-07,0.025541305541992188,0.0003879070281982422
72,6.891787e-08,4.0269312e-09,0.02575993537902832,0.00039577484130859375
73,5.4758857e-08,7.248673e-08,0.02628779411315918,0.00040268898010253906
74,6.478513e-08,1.1755381e-08,0.026437997817993164,0.0003960132598876953
75,2.2933818e-08,1.6173471e-08,0.026793241500854492,0.0003857612609863281
76,2.5960617e-08,2.6731733e-08,0.027022600173950195,0.00039386749267578125
77,3.6437996e-08,1.7000382e-08,0.02770209312438965,0.0003941059112548828
78,5.4948032e-08,3.2544015e-08,0.027384281158447266,0.00039315223693847656
79,7.145536e-08,1.9020754e-06,0.02794933319091797,0.0003941059112548828
80,4.604226e-08,2.985338e-08,0.02823638916015625,0.00039696693420410156
81,9.19099e-08,3.7496655e-08,0.02832770347595215,0.0003864765167236328
82,5.6112185e-08,2.1193301e-08,0.028850555419921875,0.0003941059112548828
83,2.9467628e-08,2.4080018e-07,0.028956174850463867,0.0003914833068847656
84,4.057074e-08,1.1984685e-08,0.02898573875427246,0.0003807544708251953
85,2.2599124e-08,6.004126e-08,0.02944183349609375,0.000385284423828125
86,3.0966476e-08,6.459972e-09,0.032575130462646484,0.0003864765167236328
87,6.3242624e-08,2.4729019e-08,0.029834508895874023,0.0004076957702636719
88,7.1828254e-08,7.511735e-08,0.030137062072753906,0.00039577484130859375
89,5.3987605e-08,4.9461832e-08,0.03047919273376465,0.0003867149353027344
90,3.6205165e-08,4.7425228e-08,0.030651330947875977,0.0003991127014160156
91,4.0978193e-08,1.5529979e-08,0.03134417533874512,0.0003974437713623047
92,6.641494e-08,1.9888883e-08,0.031324148178100586,0.0004107952117919922
93,2.8871e-08,3.457135e-09,0.03186345100402832,0.0003902912139892578
94,5.3551048e-08,1.8918865e-08,0.031931161880493164,0.00039076805114746094
95,4.877802e-08,8.902472e-09,0.03262472152709961,0.00039696693420410156
96,2.8987415e-08,3.9337873e-08,0.03250718116760254,0.000396728515625
97,2.5494955e-08,2.1803096e-08,0.03296685218811035,0.00038433074951171875
98,4.7381036e-08,4.1200057e-08,0.03329968452453613,0.0003962516784667969
99,5.5999408e-08,2.0019478e-07,0.033417463302612305,0.0003960132598876953
100,7.9511665e-08,5.5295416e-08,0.03379654884338379,0.00038695335388183594
101,3.0500814e-08,9.804643e-09,0.03379201889038086,0.00039315223693847656
102,6.426126e-08,2.4107454e-08,0.06739068031311035,0.00038933753967285156
103,4.1909516e-08,8.946283e-09,0.0345151424407959,0.00039839744567871094
104,6.586197e-08,6.9203963e-07,0.03456687927246094,0.0003902912139892578
105,3.1548552e-08,8.716664e-09,0.034880876541137695,0.0003933906555175781
106,3.7776772e-08,2.867926e-08,0.035149574279785156,0.00039005279541015625
107,7.7998266e-08,1.4315697e-07,0.035562992095947266,0.00039649009704589844
108,4.353933e-08,1.1822364e-08,0.035888671875,0.0003895759582519531
109,3.9115548e-08,2.2460112e-09,0.03593707084655762,0.0003936290740966797
110,7.7241566e-08,3.1570853e-08,0.036160945892333984,0.00039577484130859375
111,8.4983185e-08,9.746973e-09,0.036705732345581055,0.0003962516784667969
112,5.4948032e-08,1.1006726e-07,0.037178993225097656,0.00039196014404296875
113,3.282912e-08,7.1076434e-09,0.03725290298461914,0.000400543212890625
114,5.2095857e-08,1.8398492e-08,0.0375828742980957,0.0003979206085205078
115,3.4226105e-08,1.9150615e-08,0.037758827209472656,0.00039887428283691406
116,2.8871e-08,9.704266e-09,0.03813958168029785,0.0004017353057861328
117,4.5634806e-08,1.230071e-08,0.038475990295410156,0.00039768218994140625
118,4.202593e-08,2.2529171e-08,0.03876042366027832,0.00038695335388183594
119,5.796028e-08,1.7494433e-07,0.03926277160644531,0.0003955364227294922
120,4.1211024e-08,9.853913e-10,0.039446353912353516,0.00040149688720703125
121,4.0745363e-08,1.3664295e-08,0.03977847099304199,0.00039839744567871094
122,6.868504e-08,2.0637096e-08,0.039835214614868164,0.0004088878631591797
123,5.296897e-08,4.001235e-08,0.04020571708679199,0.0004067420959472656
124,5.62286e-08,1.8714897e-07,0.0405580997467041,0.0003986358642578125
125,5.948823e-08,4.3920362e-08,0.04089164733886719,0.0004317760467529297
126,4.1734893e-08,5.534293e-10,0.04124140739440918,0.0003864765167236328
127,5.844049e-08,7.695592e-09,0.041448354721069336,0.0004227161407470703
128,2.5698682e-08,1.4584279e-08,0.04134392738342285,0.0003979206085205078
129,2.0721927e-08,4.6750124e-09,0.041907310485839844,0.0004057884216308594
130,4.9396476e-08,3.2924106e-08,0.04207658767700195,0.0003879070281982422
131,5.5675628e-08,1.12574625e-08,0.04242706298828125,0.0003857612609863281
132,7.613562e-08,2.807321e-08,0.0428006649017334,0.00039505958557128906
133,2.2351742e-08,6.1637975e-09,0.04281973838806152,0.00039005279541015625
134,8.579809e-08,6.0774186e-09,0.043155670166015625,0.00039649009704589844
135,4.4645276e-08,5.7651917e-08,0.043878793716430664,0.00039076805114746094
136,5.3201802e-08,7.958346e-08,0.04414010047912598,0.000396728515625
137,5.7858415e-08,6.0681984e-08,0.043984174728393555,0.0003941059112548828
138,5.448237e-08,2.6664864e-08,0.04468679428100586,0.0003993511199951172
139,7.0780516e-08,9.286993e-09,0.04483914375305176,0.00039577484130859375
140,2.2759195e-08,2.5811381e-08,0.04500102996826172,0.0003974437713623047
141,3.108289e-08,1.8616213e-08,0.04551100730895996,0.0003948211669921875
142,5.4948032e-08,1.5211215e-08,0.04553866386413574,0.000385284423828125
143,5.5748387e-08,2.0449338e-07,0.04611825942993164,0.00040435791015625
144,3.678724e-08,4.198919e-08,0.046144723892211914,0.0003960132598876953
145,5.6112185e-08,1.8016944e-08,0.046477317810058594,0.00041866302490234375
146,8.3236955e-09,2.0568516e-08,0.0467381477355957,0.00039768218994140625
147,4.7148205e-08,5.0907996e-08,0.04708433151245117,0.00039696693420410156
148,3.2014214e-08,9.373381e-09,0.04789447784423828,0.00039577484130859375
149,7.198469e-08,1.899354e-07,0.04770636558532715,0.00038695335388183594
