No.,abs_tf_torch,abs_torch_mnn,abs_tf_mnn,tf_time,torch_time,mnn_time
0,0.0,0.0,0.0,0.021420955657958984,0.00017833709716796875,0.0003399848937988281
1,0.0,0.0,0.0,0.0011026859283447266,7.605552673339844e-05,4.124641418457031e-05
2,0.0,0.0,0.0,0.0011343955993652344,8.249282836914062e-05,3.9577484130859375e-05
3,0.0,0.0,0.0,0.0025229454040527344,8.797645568847656e-05,4.291534423828125e-05
4,0.0,0.0,0.0,0.007110595703125,9.679794311523438e-05,5.364418029785156e-05
5,0.0,0.0,0.0,0.0013294219970703125,8.511543273925781e-05,4.100799560546875e-05
6,0.0,0.0,0.0,0.0047876834869384766,9.560585021972656e-05,5.435943603515625e-05
7,0.0,0.0,0.0,0.007005453109741211,0.00010704994201660156,5.125999450683594e-05
8,0.0,0.0,0.0,0.001499176025390625,7.104873657226562e-05,3.6716461181640625e-05
9,0.0,0.0,0.0,0.00150299072265625,7.319450378417969e-05,3.695487976074219e-05
10,0.0,0.0,0.0,0.010296821594238281,9.369850158691406e-05,5.0067901611328125e-05
11,0.0,0.0,0.0,0.0016012191772460938,7.128715515136719e-05,3.5762786865234375e-05
12,0.0,0.0,0.0,0.0015766620635986328,7.295608520507812e-05,3.743171691894531e-05
13,0.0,0.0,0.0,0.010186195373535156,9.298324584960938e-05,4.887580871582031e-05
14,0.0,0.0,0.0,0.0017354488372802734,7.581710815429688e-05,3.695487976074219e-05
15,0.0,0.0,0.0,0.001741647720336914,7.700920104980469e-05,3.814697265625e-05
16,0.0,0.0,0.0,0.009828805923461914,9.489059448242188e-05,4.863739013671875e-05
17,0.0,0.0,0.0,0.0018889904022216797,7.653236389160156e-05,3.790855407714844e-05
18,0.0,0.0,0.0,0.0018858909606933594,7.510185241699219e-05,3.910064697265625e-05
19,0.0,0.0,0.0,0.00958871841430664,9.179115295410156e-05,4.887580871582031e-05
20,0.0,0.0,0.0,0.002061605453491211,8.058547973632812e-05,4.029273986816406e-05
21,0.0,0.0,0.0,0.0020246505737304688,7.653236389160156e-05,3.814697265625e-05
22,0.0,0.0,0.0,0.013245820999145508,9.584426879882812e-05,4.887580871582031e-05
23,0.0,0.0,0.0,0.0021898746490478516,7.82012939453125e-05,3.814697265625e-05
24,0.0,0.0,0.0,0.002147197723388672,7.748603820800781e-05,3.8623809814453125e-05
25,0.0,0.0,0.0,0.008991718292236328,9.250640869140625e-05,4.935264587402344e-05
26,0.0,0.0,0.0,0.0023276805877685547,7.939338684082031e-05,3.695487976074219e-05
27,0.0,0.0,0.0,0.0023484230041503906,8.034706115722656e-05,3.7670135498046875e-05
28,0.0,0.0,0.0,0.011955022811889648,9.369850158691406e-05,5.125999450683594e-05
29,0.0,0.0,0.0,0.0025169849395751953,8.106231689453125e-05,3.790855407714844e-05
30,0.0,0.0,0.0,0.002498626708984375,7.843971252441406e-05,3.8623809814453125e-05
31,0.0,0.0,0.0,0.012283802032470703,9.322166442871094e-05,5.1021575927734375e-05
32,0.0,0.0,0.0,0.002657175064086914,7.748603820800781e-05,3.790855407714844e-05
33,0.0,0.0,0.0,0.0026242733001708984,7.82012939453125e-05,3.886222839355469e-05
34,0.0,0.0,0.0,0.012013912200927734,9.393692016601562e-05,5.1021575927734375e-05
35,0.0,0.0,0.0,0.002817869186401367,7.796287536621094e-05,3.9577484130859375e-05
36,0.0,0.0,0.0,0.015350103378295898,9.512901306152344e-05,5.125999450683594e-05
37,0.0,0.0,0.0,0.0029931068420410156,8.940696716308594e-05,4.100799560546875e-05
38,0.0,0.0,0.0,0.00302886962890625,0.00010228157043457031,4.267692565917969e-05
39,0.0,0.0,0.0,0.0031359195709228516,9.608268737792969e-05,4.38690185546875e-05
40,0.0,0.0,0.0,0.015032529830932617,9.775161743164062e-05,5.269050598144531e-05
41,0.0,0.0,0.0,0.0031588077545166016,8.273124694824219e-05,3.981590270996094e-05
42,0.0,0.0,0.0,0.003119945526123047,8.20159912109375e-05,4.00543212890625e-05
43,0.0,0.0,0.0,0.014935016632080078,9.584426879882812e-05,5.53131103515625e-05
44,0.0,0.0,0.0,0.0033180713653564453,8.678436279296875e-05,4.363059997558594e-05
45,0.0,0.0,0.0,0.014774560928344727,9.5367431640625e-05,5.4836273193359375e-05
46,0.0,0.0,0.0,0.0033817291259765625,8.893013000488281e-05,4.172325134277344e-05
47,0.0,0.0,0.0,0.0033609867095947266,8.249282836914062e-05,4.076957702636719e-05
48,0.0,0.0,0.0,0.014495372772216797,9.34600830078125e-05,5.650520324707031e-05
49,0.0,0.0,0.0,0.003596067428588867,8.916854858398438e-05,4.2438507080078125e-05
50,0.0,0.0,0.0,0.014491081237792969,9.989738464355469e-05,5.793571472167969e-05
51,0.0,0.0,0.0,0.0036852359771728516,8.797645568847656e-05,4.220008850097656e-05
52,0.0,0.0,0.0,0.003628969192504883,8.58306884765625e-05,4.172325134277344e-05
53,0.0,0.0,0.0,0.013847827911376953,9.393692016601562e-05,5.5789947509765625e-05
54,0.0,0.0,0.0,0.003782033920288086,8.416175842285156e-05,4.1961669921875e-05
55,0.0,0.0,0.0,0.00632476806640625,9.059906005859375e-05,4.601478576660156e-05
56,0.0,0.0,0.0,0.015064239501953125,9.34600830078125e-05,5.4836273193359375e-05
57,0.0,0.0,0.0,0.003961086273193359,8.7738037109375e-05,4.220008850097656e-05
58,0.0,0.0,0.0,0.014160394668579102,9.679794311523438e-05,5.7220458984375e-05
59,0.0,0.0,0.0,0.004094600677490234,9.036064147949219e-05,4.3392181396484375e-05
60,0.0,0.0,0.0,0.013986587524414062,9.894371032714844e-05,5.650520324707031e-05
61,0.0,0.0,0.0,0.004201412200927734,9.369850158691406e-05,4.363059997558594e-05
62,0.0,0.0,0.0,0.013817548751831055,9.751319885253906e-05,5.745887756347656e-05
63,0.0,0.0,0.0,0.00435948371887207,9.512901306152344e-05,4.506111145019531e-05
64,0.0,0.0,0.0,0.01656794548034668,9.489059448242188e-05,5.7697296142578125e-05
65,0.0,0.0,0.0,0.0043866634368896484,9.417533874511719e-05,4.4345855712890625e-05
66,0.0,0.0,0.0,0.01477956771850586,9.465217590332031e-05,5.745887756347656e-05
67,0.0,0.0,0.0,0.004559755325317383,9.322166442871094e-05,4.38690185546875e-05
68,0.0,0.0,0.0,0.017494916915893555,9.560585021972656e-05,5.7220458984375e-05
69,0.0,0.0,0.0,0.004657268524169922,9.1552734375e-05,4.315376281738281e-05
70,0.0,0.0,0.0,0.009383678436279297,0.000102996826171875,5.841255187988281e-05
71,0.0,0.0,0.0,0.014999628067016602,9.465217590332031e-05,5.936622619628906e-05
72,0.0,0.0,0.0,0.004770994186401367,9.107589721679688e-05,4.458427429199219e-05
