No.,tf_torch,torch_mnn,tf_mnn,torch_time,tf_time,mnn_time
2005,1.36E-07,0.7825327,0.7825328,0.000194311,0.311477661,5.53E-05
2006,1.19E-07,0.3716791,0.37167898,0.000195265,0.41621542,5.27E-05
2007,4.20E-08,0.6614188,0.66141874,0.000182867,0.389431715,5.05E-05
2008,9.26E-09,0.6485977,0.6485977,0.000188112,0.271004915,5.01E-05
2009,2.66E-07,0.35630122,0.35630116,0.000211716,0.473436594,5.25E-05
2010,3.30E-07,2.56303,2.56303,0.000194311,0.562441826,6.06E-05
2011,8.13E-08,0.38547885,0.38547876,0.000191212,0.398020029,5.29E-05
2012,7.58E-08,0.8060115,0.8060115,0.000185728,0.272086143,5.20E-05
2013,2.56E-08,0.54536295,0.5453629,0.000180721,0.501262903,5.10E-05
2014,3.21E-08,3.8636806,3.8636806,0.000199556,0.344276428,5.29E-05
2015,1.64E-09,0.3634392,0.3634394,0.00018239,0.530608416,5.22E-05
2016,1.72E-07,0.33861783,0.33861762,0.000210047,0.501763821,5.32E-05
2017,1.91E-08,0.672469,0.672469,0.000190258,0.472188234,5.44E-05
2018,7.14E-08,1.3076032,1.3076031,0.000199318,0.477213621,5.17E-05
2019,2.91E-08,0.3628781,0.36287817,0.000192642,0.28668499,5.63E-05
2020,3.31E-08,3.919536,3.919537,0.000187159,0.36616993,5.32E-05
2021,2.25E-08,0.029982183,0.029982213,0.000184059,0.389668465,5.20E-05
2022,2.91E-07,3.3285766,3.328576,0.000185966,0.390567303,5.34E-05
2023,1.51E-08,0.25900376,0.25900376,0.00018096,0.385865688,5.22E-05
2024,1.57E-08,7.3847547,7.3847556,0.000186443,0.566887856,5.41E-05
2025,5.44E-08,2.3999481,2.3999484,0.00019598,0.480784416,5.20E-05
2026,1.79E-08,9.546466,9.546466,0.000183105,0.2751863,5.20E-05
2027,6.26E-08,2.5280046,2.5280046,0.000186682,0.34463501,5.01E-05
2028,2.33E-08,4.1115956,4.1115956,0.000185966,0.359502554,5.27E-05
2029,3.34E-08,0.46893752,0.46893752,0.000183105,0.369664431,5.17E-05
2030,2.23E-08,0.9109862,0.9109862,0.000193834,0.557398796,5.22E-05
2031,1.90E-07,4.13897,4.1389694,0.000183344,0.462749004,5.39E-05
2032,1.33E-07,161.53532,161.53532,0.000180483,0.49577117,6.70E-05
2033,1.12E-07,32.540512,32.540512,0.000181913,0.287438154,5.13E-05
2034,1.34E-08,1.2805089,1.2805091,0.000203371,0.607426405,5.10E-05
2035,3.83E-08,0.2888521,0.2888521,0.000186682,0.505134583,5.32E-05
2036,3.63E-08,1.7953742,1.7953742,0.000185728,0.426403761,5.58E-05
2037,9.91E-08,8.931065,8.931065,0.000188112,0.285857916,5.15E-05
2038,6.52E-08,0.6556199,0.6556199,0.000187874,0.287600756,5.91E-05
2039,7.89E-09,1.5585682,1.5585684,0.00019908,0.432024717,5.27E-05
2040,5.37E-08,3.0963902,3.0963898,0.000184298,0.431802988,5.13E-05
2041,7.59E-08,1.0279384,1.0279384,0.000184774,0.372455597,5.17E-05
2042,6.46E-08,0.87219125,0.87219125,0.000204802,0.387976646,5.03E-05
2043,2.54E-08,0.4434168,0.44341668,0.000186682,0.62951684,5.34E-05
2044,3.32E-08,1.8440582,1.8440582,0.000188112,0.421538115,5.39E-05
2045,1.09E-08,1.0149093,1.0149093,0.000183821,0.350892782,4.86E-05
2046,4.80E-09,0.3664524,0.36645243,0.000185966,0.401379585,5.20E-05
2047,2.83E-08,0.877092,0.87709206,0.000201225,0.424868107,5.13E-05
2048,5.24E-08,1.0446286,1.0446287,0.00019455,0.349906445,5.39E-05
2049,3.57E-08,0.35203722,0.35203692,0.00020957,0.359134674,5.05E-05
2050,2.59E-08,0.5022025,0.5022025,0.000189066,0.535503626,5.41E-05
2051,3.26E-08,0.1729156,0.17291561,0.000194073,0.502609253,5.03E-05
2052,1.67E-07,0.5573701,0.5573701,0.000190496,0.427530527,5.22E-05
2053,7.78E-08,0.6853052,0.6853052,0.000200033,0.407134056,7.39E-05
2054,7.40E-08,1.8289778,1.8289778,0.000191212,0.503406525,5.10E-05
2055,7.16E-09,0.9479758,0.9479756,0.000190973,0.620505095,5.48E-05
2056,1.30E-08,2.9247365,2.9247363,0.000182629,0.369868994,5.39E-05
2057,3.04E-08,0.97666615,0.97666603,0.000180721,0.432700396,5.10E-05
2058,1.22E-07,0.033433914,0.03343394,0.000195026,0.362542868,5.05E-05
2059,8.38E-08,1.6805937,1.6805936,0.000181913,0.374650002,5.25E-05
2060,4.01E-08,0.35698363,0.35698372,0.000197649,0.467104435,5.03E-05
2061,1.70E-08,0.33235714,0.33235708,0.000191689,0.502571821,5.10E-05
2062,5.19E-08,2.0448701,2.0448701,0.000187874,0.410940409,5.32E-05
2063,4.40E-09,0.32634932,0.32634932,0.000187635,0.57166028,5.53E-05
2064,4.43E-08,2.60999,2.6099904,0.000208616,0.420042038,5.44E-05
2065,1.37E-07,0.62092924,0.6209294,0.000190258,0.508995295,5.51E-05
2066,3.97E-08,0.4966742,0.49667427,0.000208378,0.395634174,5.05E-05
2067,6.71E-08,0.2515572,0.25155735,0.000197649,0.484906197,5.34E-05
2068,2.14E-08,19.806057,19.806057,0.000186682,0.537606478,5.48E-05
2069,1.90E-08,0.39332554,0.39332557,0.00019002,0.327726126,5.08E-05
2070,9.99E-10,7.5736523,7.573656,0.000197411,0.342230797,5.32E-05
2071,4.54E-07,24.865889,24.865894,0.000187159,0.404537916,5.20E-05
2072,2.25E-07,0.18687612,0.1868762,0.00019145,0.389150143,5.05E-05
2073,6.03E-08,1.1419873,1.1419873,0.000181675,0.467040539,5.17E-05
2074,3.17E-08,1.9479345,1.9479345,0.000186682,0.478826284,5.17E-05
2075,6.75E-08,0.116708905,0.11670864,0.000186205,0.321703434,5.13E-05
2076,4.72E-08,1.4382964,1.4382961,0.000185966,0.491681576,5.46E-05
2077,1.75E-07,6.853168,6.853168,0.00019908,0.398893595,5.41E-05
2078,2.78E-07,0.67963195,0.67963195,0.000196218,0.491629362,5.17E-05
2079,5.09E-08,0.44978157,0.44978163,0.000195026,0.351293325,5.10E-05
2080,1.67E-08,1.2116914,1.2116914,0.000195742,0.363262892,5.77E-05
2081,1.15E-07,1.4867915,1.4867914,0.000190735,0.546695948,5.27E-05
2082,3.89E-09,4.6242595,4.6242595,0.000192404,0.473231316,5.32E-05
2083,5.83E-08,2.7787025,2.7787023,0.000183821,0.499134064,5.29E-05
2084,2.07E-07,1.5262116,1.5262116,0.000185251,0.545494795,5.29E-05
2085,2.11E-07,0.8498427,0.8498427,0.000203371,0.336565733,5.22E-05
2086,7.40E-09,0.071592875,0.07159291,0.000186682,0.561391592,5.08E-05
2087,1.22E-07,0.5573627,0.5573628,0.000182629,0.401270866,5.15E-05
2088,3.00E-08,5.521479,5.5214787,0.000190973,0.644910336,5.20E-05
2089,9.35E-08,0.24924643,0.24924652,0.000187397,0.415646076,5.05E-05
2090,2.00E-08,0.953152,0.95315194,0.000192165,0.602510929,5.03E-05
2091,9.77E-09,0.17201138,0.17201132,0.000214815,0.522011995,4.96E-05
2092,2.39E-08,1.6804563,1.6804566,0.000184536,0.359283209,5.48E-05
2093,2.11E-08,3.725847,3.725847,0.000184774,0.552626371,5.05E-05
2094,1.53E-08,3.4410927,3.4410925,0.000196934,0.323338985,5.36E-05
2095,2.09E-08,0.18663053,0.18663052,0.000207901,0.446020365,6.29E-05
2096,2.10E-08,1.9700192,1.9700192,0.000196934,0.636681557,5.58E-05
2097,4.05E-08,1.791102,1.7911025,0.00018096,0.39289403,5.20E-05
2098,4.31E-07,0.16824187,0.16824192,0.000179529,0.320178747,5.08E-05
2099,6.08E-07,1.5304528,1.5304527,0.000185251,0.554959059,5.13E-05
2100,2.12E-08,0.06681723,0.06681713,0.000209332,0.52158761,5.05E-05
2101,8.71E-09,6.5852804,6.5852814,0.000196218,0.525010586,4.98E-05
2102,3.83E-08,0.12883155,0.12883133,0.000190735,0.561720848,5.03E-05
2103,2.81E-08,2.3218744,2.3218744,0.000185966,0.370177031,4.89E-05
2104,1.30E-07,1.1865417,1.1865416,0.000189066,0.325449467,5.01E-05
2105,3.67E-09,1.8105482,1.8105477,0.000184059,0.344486237,5.25E-05
2106,5.91E-09,0.46746317,0.46746317,0.000187874,0.64818573,5.13E-05
2107,1.57E-08,0.33955398,0.33955398,0.000193596,0.369158745,5.10E-05
2108,8.58E-08,0.8431534,0.8431534,0.000204563,0.408276081,5.36E-05
2109,1.70E-08,1.0323504,1.0323503,0.00017643,0.624381781,5.36E-05
2110,5.33E-08,1.089111,1.089111,0.000190973,0.431624174,5.17E-05
2111,5.39E-08,1.376415,1.376415,0.000185728,0.385656595,5.15E-05
2112,3.07E-07,1.5090011,1.5090011,0.00018549,0.41718483,5.25E-05
2113,9.21E-09,0.06116708,0.061167054,0.000182152,0.524131775,5.29E-05
2114,2.37E-08,0.6817075,0.6817074,0.000190735,0.391491652,5.25E-05
2115,1.79E-07,2.3290997,2.3290992,0.000194073,0.331569195,5.10E-05
2116,5.75E-08,1.2272449,1.2272449,0.000198126,0.587463617,4.98E-05
2117,7.95E-08,0.071355976,0.071355976,0.000185728,0.452018976,5.08E-05
2118,9.71E-08,0.49982512,0.49982506,0.000190496,0.391148567,5.20E-05
2119,6.95E-08,8.296502,8.296504,0.000187159,0.515772581,5.20E-05
2120,2.19E-08,1.3251495,1.3251495,0.00018096,0.322075367,5.15E-05
2121,1.63E-08,0.44425213,0.4442519,0.000189543,0.291799068,5.22E-05
2122,7.23E-09,0.9880116,0.9880116,0.000193834,0.456592321,5.20E-05
2123,4.21E-07,1.8354721,1.8354715,0.000202179,0.533523798,5.48E-05
2124,1.12E-08,0.6548218,0.65482205,0.000187874,0.437590122,5.60E-05
2125,3.11E-08,1.2092676,1.2092674,0.000196457,0.391853333,5.01E-05
2126,8.37E-08,0.18638198,0.18638203,0.000187397,0.487499237,5.27E-05
2127,1.07E-07,0.09731017,0.09731017,0.000188351,0.319754124,5.34E-05
2128,1.56E-08,1.7670989,1.7670996,0.000198126,0.47550869,5.01E-05
2129,1.09E-08,2.9782214,2.9782214,0.000182629,0.539758682,6.96E-05
2130,1.03E-08,0.26910627,0.26910627,0.000181437,0.372236252,5.20E-05
2131,5.61E-08,0.6047797,0.60477984,0.000184059,0.552343845,5.84E-05
2132,6.92E-08,1.275436,1.275436,0.000195503,0.5304389,5.34E-05
2133,6.29E-07,0.1823067,0.18230687,0.000187874,0.353258371,6.94E-05
2134,1.67E-08,1.6982732,1.698273,0.000186682,0.311787367,5.22E-05
2135,5.16E-08,3.710523,3.710523,0.000191689,0.532466173,5.03E-05
2136,7.94E-08,5.1093283,5.109328,0.000210762,0.617870331,5.48E-05
2137,2.25E-08,19.420578,19.420578,0.000190735,0.381542921,5.60E-05
2138,1.94E-07,5.925961,5.925961,0.00019145,0.488646746,5.05E-05
2139,1.22E-08,0.5041259,0.50412583,0.000190496,0.297827721,5.10E-05
2140,1.23E-08,3.1808362,3.1808357,0.000201225,0.506001472,5.34E-05
2141,3.83E-06,0.3391466,0.33914658,0.000197172,0.529212475,5.08E-05
2142,3.40E-08,1.290883,1.2908834,0.000190496,0.308285236,5.39E-05
2143,3.05E-08,1.4143412,1.4143412,0.000192881,0.47276926,5.20E-05
2144,3.95E-06,6.845116,6.845116,0.000206232,0.513814449,5.29E-05
2145,4.35E-08,4.6457834,4.6457834,0.000181198,0.384375334,5.20E-05
2146,1.61E-08,0.5818995,0.5818995,0.000180721,0.301718712,5.32E-05
2147,1.18E-07,0.9765231,0.9765231,0.00019598,0.3621943,5.08E-05
2148,2.45E-09,3.1002474,3.1002474,0.000183105,0.410054207,5.41E-05
2149,3.68E-07,2.0117323,2.011732,0.000201464,0.503080368,5.17E-05
2150,3.81E-08,8.578471,8.57847,0.00018692,0.454267263,5.20E-05
2151,3.50E-08,10.1170225,10.117023,0.000181437,0.321742296,5.20E-05
2152,2.68E-08,2.0840254,2.0840254,0.000179768,0.389410496,5.08E-05
2153,1.15E-08,1.6992167,1.699217,0.000206232,0.523331404,5.20E-05
2154,2.73E-08,0.1575349,0.15753493,0.000204563,0.388210773,5.87E-05
2155,1.48E-08,1.5003567,1.5003567,0.000196934,0.34523344,5.27E-05
2156,1.64E-08,1.580293,1.5802927,0.000185966,0.299107552,5.15E-05
2157,1.84E-06,0.21361345,0.21361357,0.000189543,0.59819746,6.87E-05
2158,3.60E-08,1.740067,1.7400669,0.00019598,0.552037954,4.82E-05
2159,3.99E-08,1.7205391,1.7205392,0.000193357,0.378517628,5.39E-05
2160,6.94E-08,1.2468268,1.2468266,0.000197649,0.662451982,5.13E-05
2161,1.12E-07,0.19050108,0.19050118,0.000198364,0.598807335,5.15E-05
2162,1.85E-08,0.50625896,0.5062588,0.000188828,0.401006937,5.05E-05
2163,3.78E-08,0.09867353,0.09867355,0.000191212,0.401502132,5.32E-05
2164,7.12E-08,0.5506505,0.5506505,0.000200033,0.465085268,5.20E-05
2165,1.85E-08,1.9602313,1.9602313,0.000185728,0.606463432,5.05E-05
2166,9.47E-10,3.9992952,3.9992952,0.000188112,0.402559757,5.44E-05
2167,5.52E-06,0.5034761,0.50347614,0.000193357,0.41494894,5.39E-05
2168,2.28E-07,0.004346583,0.004346636,0.000192881,0.462540865,5.25E-05
2169,1.84E-08,1042.6866,1042.6866,0.000163317,0.500492096,5.41E-05
2170,3.68E-10,0.354962,0.35496202,0.000204325,0.3948071,5.05E-05
2171,5.78E-08,1.216673,1.2166734,0.000193834,0.504651785,5.17E-05
2172,2.36E-08,0.25370163,0.2537017,0.000186205,0.300453186,5.36E-05
2173,3.13E-08,1.331886,1.3318865,0.000188351,0.48204875,4.91E-05
2174,9.18E-09,0.85372806,0.85372794,0.000186682,0.419223309,5.25E-05
2175,1.19E-08,0.0250407,0.0250407,0.000194073,0.421955347,5.10E-05
2176,1.12E-07,0.016171323,0.01617135,0.000183344,0.476454258,5.03E-05
2177,2.92E-08,0.103102244,0.10310221,0.00018239,0.471354723,5.51E-05
2178,2.24E-07,0.7978418,0.7978418,0.00020504,0.564606905,5.29E-05
2179,1.34E-07,2.025245,2.025245,0.000194073,0.487766743,5.15E-05
2180,1.08E-06,1.8850542,1.8850542,0.000193357,0.440368652,5.56E-05
2181,1.19E-07,0.10037412,0.10037412,0.000187635,0.569938898,5.29E-05
2182,1.23E-07,0.7654731,0.7654731,0.000195503,0.414822817,5.03E-05
2183,3.11E-08,2.3997548,2.3997552,0.000197411,0.344553709,5.53E-05
2184,2.05E-07,0.3200941,0.32009408,0.000205517,0.606170654,5.60E-05
2185,1.69E-08,0.02839907,0.028399084,0.000200748,0.457828522,5.25E-05
2186,3.49E-08,0.92574036,0.9257405,0.000186205,0.39478302,5.22E-05
2187,3.99E-09,0.42784315,0.42784303,0.000185728,0.431563854,5.05E-05
2188,2.24E-08,0.29026112,0.29026112,0.000194788,0.462274313,5.34E-05
2189,2.40E-08,0.4984842,0.49848428,0.000181675,0.482430935,5.34E-05
2190,1.09E-07,3.063426,3.0634265,0.000180006,0.483659267,5.10E-05
2191,1.70E-08,2.0904257,2.0904257,0.000194788,0.61783433,5.01E-05
2192,3.97E-08,3.8555462,3.8555462,0.000188589,0.423932076,5.05E-05
2193,2.32E-08,0.4003907,0.40039065,0.000191927,0.595283031,5.25E-05
2194,6.07E-08,4.347901,4.347901,0.000198603,0.427210331,5.29E-05
2195,4.63E-08,0.27282652,0.2728268,0.000189781,0.625831366,5.70E-05
2196,4.13E-08,4.3262353,4.3262362,0.000190973,0.374419212,5.17E-05
2197,3.43E-08,0.575066,0.57506585,0.000185251,0.449043751,5.27E-05
2198,9.87E-08,0.15624936,0.15624952,0.000220299,0.386528015,5.20E-05
2199,4.92E-08,0.08875423,0.08875402,0.000191927,0.390918016,4.98E-05
2200,4.09E-08,0.3546971,0.3546971,0.000191212,0.320136786,5.22E-05
2201,2.26E-08,0.1296746,0.1296746,0.000195742,0.601346493,5.27E-05
2202,1.75E-07,1.5331632,1.533163,0.00019455,0.39471817,5.08E-05
2203,9.63E-08,9.134478,9.134479,0.000192165,0.574568272,5.08E-05
2204,4.34E-08,0.52458,0.52458,0.000211239,0.746155262,5.27E-05
2205,1.04E-07,1.5400615,1.5400616,0.000197172,0.446094513,5.17E-05
2206,1.80E-07,0.118004166,0.11800415,0.000187635,0.575837135,5.08E-05
2207,2.18E-07,0.30142024,0.3014202,0.000196218,0.417675257,5.03E-05
2208,2.87E-08,0.43901402,0.4390141,0.000206709,0.546089411,5.22E-05
2209,4.12E-08,4.4760637,4.476063,0.000197172,0.506208181,4.91E-05
2210,2.37E-08,3.4782965,3.4782965,0.000200748,0.40625,5.32E-05
2211,7.25E-09,0.25419533,0.25419536,0.000185966,0.384354353,5.41E-05
2212,2.89E-08,0.77861375,0.7786137,0.000196695,0.536791086,5.22E-05
2213,1.53E-07,1.2920693,1.2920691,0.000183105,0.38261652,5.32E-05
2214,4.70E-08,0.6603146,0.6603144,0.000185251,0.513958931,5.01E-05
2215,5.09E-08,0.24642976,0.24642968,0.000189781,0.535053968,5.20E-05
2216,1.95E-08,1.978411,1.978411,0.000186443,0.528376579,5.17E-05
2217,8.69E-08,1.8452903,1.8452905,0.000188112,0.435323715,5.25E-05
2218,7.10E-08,2.3659925,2.365993,0.00018096,0.52833271,5.36E-05
2219,9.78E-09,0.14719804,0.14719814,0.000179052,0.497536182,5.10E-05
2220,6.87E-09,1.1299608,1.1299605,0.000184536,0.450112581,4.94E-05
2221,3.89E-07,1.0371331,1.0371331,0.000187874,0.308586359,5.17E-05
2222,3.37E-05,0.079622835,0.07962288,0.000198126,0.396294594,5.34E-05
2223,4.16E-08,1.3627733,1.3627734,0.000187635,0.455224752,5.32E-05
2224,2.06E-09,0.4733403,0.47334024,0.000191212,0.381047726,5.65E-05
2225,2.81E-08,1.1571773,1.1571774,0.000209332,0.599766731,5.27E-05
2226,6.84E-08,0.7913014,0.7913014,0.000199318,0.576134682,5.29E-05
2227,2.56E-09,4.985458,4.9854574,0.000227928,0.501835585,5.20E-05
2228,3.59E-09,1.4825314,1.4825317,0.000193119,0.503174067,5.60E-05
2229,5.51E-09,2.870167,2.8701673,0.000186682,0.391721249,5.13E-05
2230,1.60E-07,2.635424,2.6354234,0.000196695,0.495584488,5.17E-05
2231,4.84E-08,2.666097,2.666097,0.00020051,0.489924669,5.15E-05
2232,3.52E-08,0.4896363,0.4896362,0.000212669,0.372942448,5.03E-05
2233,5.27E-07,1.0234953,1.0234953,0.000188589,0.526806355,5.17E-05
2234,9.18E-08,0.95328903,0.95328903,0.000190496,0.502994776,5.13E-05
2235,2.54E-08,0.8184405,0.8184405,0.000203848,0.386666536,5.05E-05
2236,1.01E-07,3.1880178,3.1880178,0.000189304,0.59556818,5.10E-05
2237,1.69E-08,1.4219675,1.4219675,0.000198126,0.329095125,5.44E-05
2238,1.87E-07,1.5010352,1.5010345,0.000202656,0.547698975,5.22E-05
2239,1.35E-07,1.4339823,1.4339824,0.000193357,0.51676774,5.41E-05
2240,1.18E-05,0.41580796,0.41580784,0.000194788,0.396445274,5.03E-05
2241,7.43E-08,0.074494466,0.07449436,0.000190496,0.358852148,5.29E-05
2242,7.73E-08,0.7803915,0.7803916,0.000214338,0.488428354,5.39E-05
2243,7.26E-09,1.0653257,1.0653259,0.000188112,0.573068142,5.36E-05
2244,4.92E-08,0.3012629,0.30126283,0.000196934,0.489266872,5.13E-05
2245,1.80E-07,0.8750071,0.8750071,0.000213146,0.48103261,5.29E-05
2246,2.50E-08,1.1112086,1.1112086,0.000182629,0.479423761,5.60E-05
2247,3.11E-08,1.6639313,1.6639314,0.000182629,0.448746681,5.17E-05
2248,9.47E-09,0.72369313,0.7236932,0.000180006,0.533502579,5.08E-05
2249,8.39E-08,0.1434362,0.14343612,0.000194311,0.506480455,5.10E-05
2250,2.09E-07,13.310018,13.310017,0.000198841,0.423215389,5.51E-05
2251,1.23E-07,2.481706,2.481706,0.000186205,0.650220156,5.20E-05
2252,1.95E-07,1.0589255,1.0589255,0.000189066,0.357846975,5.13E-05
2253,4.26E-08,0.37151778,0.3715178,0.000191212,0.481024742,5.51E-05
2254,2.27E-08,1.4219301,1.4219302,0.000211954,0.62724185,5.46E-05
2255,9.58E-08,1.4461317,1.4461318,0.000187159,0.350772381,5.79E-05
2256,8.99E-08,0.09167102,0.09167106,0.00018549,0.312505007,5.25E-05
2257,5.29E-08,6.7830906,6.7830906,0.000196934,0.555073023,5.22E-05
2258,9.91E-09,0.9209456,0.9209454,0.000183582,0.445737362,5.15E-05
2259,9.09E-08,0.9105613,0.91056144,0.000187159,0.547496557,5.08E-05
2260,2.97E-08,1.5040342,1.5040343,0.000190496,0.383542776,5.29E-05
2261,2.68E-08,0.35273147,0.35273153,0.000190735,0.378387451,5.44E-05
2262,4.70E-08,1.6008494,1.6008487,0.000205278,0.640899658,4.96E-05
2263,9.62E-08,1.5917052,1.591705,0.000197887,0.654952049,5.13E-05
2264,3.47E-08,1.2834954,1.2834954,0.000209093,0.385082245,5.01E-05
2265,2.24E-09,0.07668327,0.07668318,0.000188112,0.46871686,5.67E-05
2266,2.70E-08,0.044013157,0.044013184,0.000211477,0.682158947,5.34E-05
2267,4.81E-08,4.231199,4.231199,0.000204086,0.514750242,6.79E-05
2268,1.16E-07,3.1258936,3.1258936,0.000183344,0.533684969,4.94E-05
2269,2.34E-07,0.18518354,0.18518348,0.000192642,0.453764915,4.94E-05
2270,1.60E-07,3.5448465,3.5448465,0.000236273,0.456894636,5.51E-05
2271,1.21E-07,0.06837262,0.06837259,0.000184059,0.483730793,5.27E-05
2272,9.99E-09,8.45716,8.45716,0.000190973,0.541145802,5.15E-05
2273,4.31E-08,1.3583616,1.3583616,0.000187874,0.456905127,4.94E-05
2274,3.25E-08,0.804044,0.80404395,0.000192881,0.351997614,5.27E-05
2275,9.26E-08,22.261839,22.261837,0.000183344,0.526020527,5.15E-05
2276,2.87E-08,0.033969138,0.033969138,0.000191212,0.400158882,5.27E-05
2277,6.55E-08,0.12328092,0.12328092,0.000190258,0.508726835,5.08E-05
2278,1.64E-08,0.067448296,0.067448296,0.00018239,0.342299461,5.27E-05
2279,4.81E-08,0.2850163,0.28501636,0.000202656,0.611428738,5.05E-05
2280,2.85E-08,0.16209623,0.16209623,0.000194073,0.538565159,5.22E-05
2281,4.79E-09,1.7349381,1.7349383,0.000191689,0.405578852,6.79E-05
2282,3.63E-09,1.2627113,1.2627118,0.000193834,0.317990541,5.32E-05
2283,9.65E-09,0.6789852,0.67898506,0.000201464,0.498884201,5.32E-05
2284,5.00E-08,1.4100034,1.4100034,0.000184059,0.428004742,5.39E-05
2285,7.84E-10,0.041755598,0.04175553,0.000200033,0.389520645,4.91E-05
2286,4.85E-06,2.8742628,2.8742628,0.00019145,0.451612711,5.17E-05
2287,1.14E-07,0.69495434,0.6949541,0.000181437,0.325943708,4.96E-05
2288,5.50E-08,2.0491772,2.049177,0.000184059,0.329138279,5.01E-05
2289,7.89E-08,0.82389617,0.8238961,0.000195503,0.648164511,5.17E-05
2290,1.95E-08,3.0392208,3.0392206,0.00018549,0.61757493,5.15E-05
2291,4.64E-07,0.7720958,0.77209574,0.000187397,0.412810326,5.32E-05
2292,2.32E-08,0.2572384,0.2572384,0.000188351,0.365854025,5.22E-05
2293,4.50E-07,0.1403125,0.1403125,0.000197887,0.379029751,5.51E-05
2294,2.11E-08,6.794794,6.7947946,0.000217915,0.744934797,5.34E-05
2295,3.42E-07,2.3199036,2.3199039,0.000184298,0.653832436,5.34E-05
2296,9.43E-08,1.1662611,1.1662612,0.000197887,0.484389544,5.08E-05
2297,8.19E-08,0.63143593,0.6314358,0.000182152,0.357097864,5.22E-05
2298,1.04E-07,0.51509506,0.515095,0.000206947,0.626943827,5.32E-05
2299,4.07E-08,0.94758415,0.94758415,0.000190735,0.626315117,5.48E-05
2300,4.27E-07,677.7962,677.79614,0.000187397,0.541090012,5.01E-05
2301,1.09E-06,0.98721343,0.98721355,0.000191927,0.405616283,5.22E-05
2302,2.02E-08,0.007264084,0.007264137,0.000187874,0.402204752,5.17E-05
2303,5.29E-08,0.5601947,0.5601947,0.000190258,0.52038312,5.25E-05
2304,2.25E-07,1.1292713,1.1292713,0.00018239,0.366086483,5.22E-05
2305,1.34E-08,0.42644447,0.42644465,0.000185966,0.32892704,5.22E-05
2306,6.23E-08,0.05699408,0.05699412,0.000188351,0.400671959,5.05E-05
2307,1.75E-08,1.094035,1.0940353,0.000186682,0.401944399,5.10E-05
2308,2.09E-08,1.2356174,1.2356173,0.000198841,0.518206596,5.27E-05
2309,8.03E-08,7.9677243,7.9677243,0.000218391,0.442916632,5.51E-05
2310,1.52E-08,0.10913256,0.10913256,0.000195503,0.666194201,5.48E-05
2311,2.96E-08,0.24084857,0.24084854,0.000187159,0.446632147,5.08E-05
2312,2.81E-08,8.862105,8.862105,0.000192404,0.373864412,5.22E-05
2313,2.27E-08,0.70532703,0.70532703,0.000194311,0.516965866,5.27E-05
2314,9.37E-08,1.1170741,1.1170744,0.000180006,0.317521572,4.94E-05
2315,2.06E-07,22.4792,22.479198,0.000187635,0.535476208,5.36E-05
2316,3.93E-08,0.7551751,0.7551753,0.000189543,0.482000828,5.41E-05
2317,7.81E-09,3.8819923,3.8819923,0.000207663,0.351754189,5.32E-05
2318,4.19E-07,0.22269005,0.2226901,0.000195742,0.408315897,5.22E-05
2319,7.29E-09,4.678057,4.6780577,0.000193357,0.525054455,5.15E-05
2320,3.13E-08,0.8511594,0.8511594,0.000190496,0.504434586,6.94E-05
2321,2.70E-08,0.377458,0.37745804,0.000203848,0.662321091,5.15E-05
2322,1.36E-07,0.48397774,0.48397765,0.000191927,0.526319504,5.15E-05
2323,5.01E-08,2.3328943,2.3328943,0.000191927,0.543575764,5.39E-05
2324,3.54E-08,1.263331,1.263331,0.000193119,0.594573975,5.48E-05
2325,1.04E-07,0.110865384,0.11086549,0.00020051,0.549563169,5.34E-05
2326,1.72E-07,2.2794366,2.2794373,0.000188589,0.458180666,5.41E-05
2327,1.42E-07,0.15222877,0.15222867,0.000189304,0.581546545,5.46E-05
2328,7.80E-08,14.323013,14.323013,0.000182152,0.387816191,5.48E-05
2329,3.47E-08,0.7519014,0.7519014,0.000200033,0.462039471,5.05E-05
2330,5.31E-08,0.7897417,0.78974146,0.000194788,0.394011497,5.60E-05
2331,7.17E-08,1.9331992,1.9331992,0.000194073,0.370726824,5.10E-05
2332,1.72E-08,2.568763,2.5687616,0.000184536,0.39010644,5.15E-05
2333,1.12E-07,0.5280454,0.5280454,0.000186205,0.390602827,5.17E-05
2334,1.57E-06,0.3511271,0.35112718,0.000183344,0.399521828,5.17E-05
2335,5.74E-08,1.0034171,1.0034171,0.000197411,0.428390741,5.10E-05
2336,1.79E-08,5.251181,5.251181,0.000211477,0.675561905,5.25E-05
2337,2.71E-08,0.3745145,0.37451458,0.00019145,0.544345617,5.67E-05
2338,2.81E-08,2.6269383,2.6269386,0.00019002,0.660453796,5.29E-05
2339,5.18E-08,1.1606226,1.1606227,0.000196934,0.638151884,5.29E-05
2340,3.60E-08,0.3416616,0.34166163,0.000199556,0.389233351,5.82E-05
2341,4.04E-08,1.1003416,1.1003417,0.000186205,0.537611961,5.41E-05
2342,1.14E-06,1.7817044,1.7817044,0.00018549,0.405463696,5.15E-05
2343,1.77E-07,2.5192437,2.5192437,0.000198364,0.637306452,5.56E-05
2344,6.44E-08,0.39588904,0.39588907,0.000185251,0.419828415,5.17E-05
2345,5.55E-08,1.5384958,1.538496,0.000184774,0.40135169,5.05E-05
2346,4.12E-08,5.919751,5.919751,0.000196218,0.397527456,5.29E-05
2347,5.45E-08,1.0647672,1.0647671,0.000190258,0.672616482,5.17E-05
