No.,tf_torch_diff,tf_torch_rediff,tf_time,torch_time
0,0.0,nan,0.6968529224395752,0.00022339820861816406
1,0.0,nan,0.004868984222412109,9.131431579589844e-05
2,0.0,nan,0.00439763069152832,9.012222290039062e-05
3,0.0,nan,0.004400968551635742,9.1552734375e-05
4,0.0,nan,0.004426002502441406,9.179115295410156e-05
5,0.0,nan,0.004403114318847656,8.869171142578125e-05
6,0.0,0.0,0.004422187805175781,9.1552734375e-05
7,0.0,nan,0.0046460628509521484,9.226799011230469e-05
8,0.0,nan,0.00444483757019043,0.00011086463928222656
9,0.0,0.0,0.004500627517700195,9.179115295410156e-05
10,0.0,0.0,0.0046558380126953125,9.059906005859375e-05
11,0.0,nan,0.0044956207275390625,9.036064147949219e-05
12,0.0,nan,0.004558086395263672,9.059906005859375e-05
13,0.0,nan,0.004510641098022461,9.012222290039062e-05
14,0.0,nan,0.004688739776611328,8.893013000488281e-05
15,0.0,nan,0.0046045780181884766,9.34600830078125e-05
16,0.0,nan,0.004829883575439453,9.703636169433594e-05
17,0.0,nan,0.004770994186401367,9.131431579589844e-05
18,0.0,nan,0.004806041717529297,9.298324584960938e-05
19,0.0,nan,0.00490880012512207,9.059906005859375e-05
20,0.0,nan,0.005005836486816406,9.202957153320312e-05
21,0.0,nan,0.004857778549194336,9.1552734375e-05
22,0.0,nan,0.004934072494506836,9.107589721679688e-05
23,0.0,nan,0.004866838455200195,9.226799011230469e-05
24,0.0,nan,0.004874229431152344,9.179115295410156e-05
25,0.0,nan,0.005001068115234375,9.202957153320312e-05
26,0.0,0.0,0.00496673583984375,9.274482727050781e-05
27,0.0,nan,0.004943370819091797,9.059906005859375e-05
28,0.0,nan,0.005078554153442383,9.179115295410156e-05
29,0.0,nan,0.005070924758911133,9.202957153320312e-05
30,0.0,0.0,0.005205869674682617,9.226799011230469e-05
31,0.0,nan,0.005143404006958008,0.00010061264038085938
32,0.0,nan,0.00510096549987793,9.322166442871094e-05
33,0.0,nan,0.0051152706146240234,9.226799011230469e-05
34,0.0,nan,0.005135297775268555,9.107589721679688e-05
35,0.0,nan,0.005103111267089844,9.131431579589844e-05
36,0.0,nan,0.005193471908569336,9.036064147949219e-05
37,0.0,nan,0.005261898040771484,8.869171142578125e-05
38,0.0,nan,0.005247831344604492,9.322166442871094e-05
39,0.0,nan,0.005326271057128906,0.00011563301086425781
40,0.0,nan,0.005413532257080078,9.274482727050781e-05
41,0.0,0.0,0.005347728729248047,9.179115295410156e-05
42,0.0,nan,0.0053403377532958984,9.298324584960938e-05
