ID,crash_style,max,mean,norm,record_time,baseID
1,3,1.907499978415217e-06,1.907499978415217e-06,1.907499978415217e-06,2021-04-21 16:15:52,1
2,3,1.907499978415217e-06,1.907499978415217e-06,1.907499978415217e-06,2021-04-21 16:15:52,2
3,3,1.907499978415217e-06,1.907499978415217e-06,1.907499978415217e-06,2021-04-21 16:15:52,7
4,3,1.907499978415217e-06,1.907499978415217e-06,1.907499978415217e-06,2021-04-21 16:15:52,8
5,3,1.907499978415217e-06,1.907499978415217e-06,1.907499978415217e-06,2021-04-21 16:15:52,11
6,3,1.907499978415217e-06,1.907499978415217e-06,1.907499978415217e-06,2021-04-21 16:15:52,12
7,3,1.907499978415217e-06,1.907499978415217e-06,1.907499978415217e-06,2021-04-21 16:15:52,14
8,3,1.907499978415217e-06,1.907499978415217e-06,1.907499978415217e-06,2021-04-21 16:15:52,15
9,3,1.907499978415217e-06,1.907499978415217e-06,1.907499978415217e-06,2021-04-21 16:15:53,18
10,3,1.907499978415217e-06,1.907499978415217e-06,1.907499978415217e-06,2021-04-21 16:15:53,19
11,3,1.907499978415217e-06,1.907499978415217e-06,1.907499978415217e-06,2021-04-21 16:15:53,22
12,3,1.907499978415217e-06,1.907499978415217e-06,1.907499978415217e-06,2021-04-21 16:15:53,28
13,3,1.907499978415217e-06,1.907499978415217e-06,1.907499978415217e-06,2021-04-21 16:15:53,34
14,3,1.907499978415217e-06,1.907499978415217e-06,1.907499978415217e-06,2021-04-21 16:15:54,38
15,3,1.907499978415217e-06,1.907499978415217e-06,1.907499978415217e-06,2021-04-21 16:15:54,41
16,3,1.907499978415217e-06,1.907499978415217e-06,1.907499978415217e-06,2021-04-21 16:15:54,44
17,3,1.907499978415217e-06,1.907499978415217e-06,1.907499978415217e-06,2021-04-21 16:15:54,53
18,3,1.907499978415217e-06,1.907499978415217e-06,1.907499978415217e-06,2021-04-21 16:15:54,54
19,3,1.907499978415217e-06,1.907499978415217e-06,1.907499978415217e-06,2021-04-21 16:15:54,55
20,3,1.907499978415217e-06,1.907499978415217e-06,1.907499978415217e-06,2021-04-21 16:15:55,57
