ID,crash_style,max,mean,norm,record_time,baseID
1,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:28:35,1481
1,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:28:35,1481
2,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:30:59,7088
2,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:30:59,7088
3,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:31:01,7191
3,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:31:01,7191
4,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:31:09,7487
4,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:31:09,7487
5,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:31:09,7500
5,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:31:09,7500
6,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:31:10,7541
6,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:31:10,7541
7,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:31:24,8046
7,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:31:24,8046
8,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:31:34,8452
8,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:31:34,8452
9,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:31:45,8832
9,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:31:45,8832
10,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:31:46,8868
10,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:31:46,8868
11,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:31:50,9010
11,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:31:50,9010
12,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:31:51,9026
12,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:31:51,9026
13,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:31:53,9094
13,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:31:53,9094
14,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:31:54,9131
14,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:31:54,9131
15,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:31:55,9147
15,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:31:55,9147
16,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:31:56,9205
16,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:31:56,9205
17,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:31:56,9214
17,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:31:56,9214
18,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:31:57,9227
18,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:31:57,9227
19,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:31:57,9231
19,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:31:57,9231
20,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:31:58,9260
20,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:31:58,9260
21,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:31:58,9261
21,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:31:58,9261
22,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:31:59,9306
22,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:31:59,9306
23,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:00,9323
23,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:00,9323
24,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:05,9536
24,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:05,9536
25,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:05,9548
25,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:05,9548
26,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:06,9584
26,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:06,9584
27,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:07,9594
27,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:07,9594
28,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:07,9620
28,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:07,9620
29,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:08,9674
29,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:08,9674
30,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:09,9704
30,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:09,9704
31,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:10,9743
31,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:10,9743
32,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:10,9745
32,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:10,9745
33,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:11,9753
33,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:11,9753
34,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:15,9914
34,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:15,9914
35,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:15,9922
35,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:15,9922
36,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:17,10014
36,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:17,10014
37,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:19,10035
37,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:19,10035
38,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:21,10115
38,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:21,10115
39,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:24,10230
39,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:24,10230
40,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:26,10314
40,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:26,10314
41,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:27,10340
41,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:27,10340
42,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:27,10356
42,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:27,10356
43,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:32,10558
43,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:32,10558
44,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:34,10648
44,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:34,10648
45,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:35,10663
45,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:35,10663
46,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:35,10677
46,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:35,10677
47,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:36,10704
47,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:36,10704
48,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:37,10756
48,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:37,10756
49,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:38,10784
49,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:38,10784
50,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:38,10817
50,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:38,10817
51,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:42,10938
51,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:42,10938
52,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:43,10982
52,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:43,10982
53,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:44,11022
53,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:44,11022
54,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:45,11061
54,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:45,11061
55,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:47,11127
55,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:47,11127
56,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:47,11135
56,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:47,11135
57,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:49,11188
57,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:49,11188
58,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:56,11402
58,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:56,11402
59,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:57,11414
59,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:57,11414
60,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:58,11450
60,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:58,11450
61,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:59,11512
61,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:59,11512
62,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:59,11518
62,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:59,11518
63,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:59,11524
63,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:59,11524
64,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:59,11525
64,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:32:59,11525
65,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:33:00,11546
65,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:33:00,11546
66,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:33:00,11561
66,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:33:00,11561
67,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:33:02,11591
67,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:33:02,11591
68,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:33:03,11664
68,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:33:03,11664
69,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:33:04,11678
69,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:33:04,11678
70,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:33:05,11707
70,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:33:05,11707
71,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:33:05,11737
71,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:33:05,11737
72,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:33:06,11786
72,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:33:06,11786
73,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:33:09,11880
73,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:33:09,11880
74,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:33:10,11895
74,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:33:10,11895
75,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:33:12,11983
75,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:33:12,11983
76,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:33:13,12001
76,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:33:13,12001
77,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:33:13,12007
77,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:33:13,12007
78,6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:33:14,12049
78,-6,1.7976931348623157e+308,1.2229204999063372e+306,inf,2021-04-21 12:33:14,12049
